Student_ID,Student_Name,Enrollment_Number,Grade_Level,Current_Semester,Academic_Year,Age,Section,Enrollment_Status,Admission_Date,Previous_Scores_Semester_Wise,Cumulative_GPA,Class_Participation_Score,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Data_Entry_Date
STU07381,Student_6382,2021-CS-07382,4,8,2021-2022,25,C,Active,2021-07-19,55|67|60|68|70|63,5.8,78,11,95,Medium,Medium,Yes,7,78,Low,Yes,4,Medium,Medium,Private,Negative,4,No,High School,Near,Female,68,2025-12-03
STU07382,Student_6383,2023-CS-07383,2,3,2023-2024,22,A,Active,2023-08-11,69|54,6.0,67,17,79,High,High,Yes,8,78,Medium,Yes,2,High,Medium,Public,Positive,5,No,High School,Near,Female,70,2025-12-03
STU07383,Student_6384,2022-CS-07384,3,5,2022-2023,23,A,Active,2022-07-11,59|65|64|62,5.6000000000000005,81,19,81,Medium,Medium,Yes,9,85,Medium,Yes,1,Low,Medium,Public,Neutral,1,No,High School,Moderate,Male,66,2025-12-03
STU07384,Student_6385,2023-CS-07385,2,4,2023-2024,20,D,Active,2023-06-27,74|75,6.2,87,23,93,High,Medium,No,6,57,Medium,Yes,1,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,72,2025-12-03
STU07385,Student_6386,2020-CS-07386,4,7,2020-2021,23,A,Active,2020-08-18,57|67|64|55|67|64,6.0,93,28,90,High,Low,Yes,8,75,Medium,Yes,1,Low,High,Public,Neutral,3,Yes,High School,Moderate,Male,70,2025-12-03
STU07386,Student_6387,2023-CS-07387,2,3,2023-2024,22,C,Active,2023-07-03,66|47,5.8,71,20,71,High,High,Yes,6,80,Medium,Yes,2,High,Low,Public,Positive,3,No,High School,Near,Male,68,2025-12-03
STU07387,Student_6388,2021-CS-07388,4,8,2021-2022,23,D,Active,2021-08-07,55|55|59|53|61|59,5.0,63,11,61,Medium,Medium,Yes,5,61,Medium,Yes,3,Medium,High,Public,Neutral,0,Yes,Postgraduate,Near,Male,60,2025-12-03
STU07388,Student_6389,2021-CS-07389,4,7,2021-2022,23,C,Active,2021-08-20,51|53|58|68|70|62,5.8,61,25,79,High,Medium,No,6,77,Low,No,2,Low,High,Public,Neutral,3,No,High School,Near,Male,68,2025-12-03
STU07389,Student_6390,2020-CS-07390,4,7,2020-2021,25,B,Active,2020-07-13,65|64|61|62|68|76,6.4,100,25,94,High,High,No,5,85,High,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Near,Female,74,2025-12-03
STU07390,Student_6391,2021-CS-07391,4,8,2021-2022,24,B,Active,2021-08-08,53|61|61|53|74|71,5.8,96,8,96,Medium,Medium,Yes,8,100,High,Yes,1,High,Medium,Public,Negative,4,No,High School,Moderate,Male,68,2025-12-03
STU07391,Student_6392,2021-CS-07392,4,8,2021-2022,25,B,Active,2021-07-06,52|63|71|68|65|69,6.2,75,20,98,Low,Medium,Yes,6,80,Low,Yes,4,Medium,Medium,Public,Positive,4,No,College,Near,Male,72,2025-12-03
STU07392,Student_6393,2022-CS-07393,3,6,2022-2023,21,C,Active,2022-08-10,59|62|70|69,5.8999999999999995,100,10,95,Medium,High,Yes,5,93,High,Yes,0,Low,High,Public,Positive,3,No,High School,Moderate,Male,69,2025-12-03
STU07393,Student_6394,2023-CS-07394,2,3,2023-2024,22,C,Active,2023-07-03,89|94,8.8,64,16,83,Low,Medium,Yes,8,92,Low,Yes,2,High,High,Public,Positive,4,No,Postgraduate,Near,Female,98,2025-12-03
STU07394,Student_6395,2020-CS-07395,4,8,2020-2021,22,B,Active,2020-07-05,54|59|54|54|59|58,5.8,82,15,78,Medium,High,No,8,97,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,68,2025-12-03
STU07395,Student_6396,2020-CS-07396,4,8,2020-2021,25,C,Active,2020-08-14,50|66|61|65|66|68,6.0,95,25,91,Medium,Low,No,7,86,Medium,Yes,0,Medium,Medium,Public,Neutral,5,No,High School,Near,Female,70,2025-12-03
STU07396,Student_6397,2020-CS-07397,4,7,2020-2021,25,A,Active,2020-08-06,58|61|62|76|59|61,5.8999999999999995,88,21,90,Medium,Medium,No,8,61,Medium,Yes,1,High,Medium,Public,Positive,4,No,Postgraduate,Moderate,Female,69,2025-12-03
STU07397,Student_6398,2020-CS-07398,4,8,2020-2021,25,C,Active,2020-06-09,49|47|54|53|60|62,5.4,62,12,82,High,Low,No,6,65,Low,Yes,3,Medium,Medium,Private,Negative,3,No,High School,Near,Female,64,2025-12-03
STU07398,Student_6399,2020-CS-07399,4,8,2020-2021,24,D,Active,2020-06-17,46|58|52|54|63|63,5.5,73,25,63,Medium,Low,No,6,89,High,Yes,1,Medium,High,Private,Neutral,4,No,High School,Moderate,Male,65,2025-12-03
STU07399,Student_6400,2021-CS-07400,4,8,2021-2022,25,D,Active,2021-07-05,57|54|55|66|64|68,5.8999999999999995,100,11,97,Medium,Medium,No,8,76,High,Yes,2,Medium,High,Public,Positive,2,No,High School,Moderate,Female,69,2025-12-03
STU07400,Student_6401,2022-CS-07401,3,6,2022-2023,21,B,Active,2022-06-13,59|64|62|63,5.699999999999999,86,22,78,Medium,Low,No,9,63,High,Yes,2,Medium,High,Public,Neutral,4,No,High School,Near,Male,67,2025-12-03
STU07401,Student_6402,2020-CS-07402,4,8,2020-2021,23,A,Active,2020-06-07,56|66|50|56|62|52,5.5,58,15,75,Medium,High,No,6,83,Low,Yes,1,High,Medium,Private,Negative,2,No,High School,Near,Female,65,2025-12-03
STU07402,Student_6403,2022-CS-07403,3,6,2022-2023,23,B,Active,2022-07-14,67|67|66|70,6.0,97,18,85,Medium,High,Yes,6,95,High,Yes,2,Low,Low,Private,Positive,4,No,College,Near,Female,70,2025-12-03
STU07403,Student_6404,2022-CS-07404,3,5,2022-2023,21,A,Active,2022-06-03,67|63|57|70,5.8,85,23,87,High,Low,No,8,68,Medium,Yes,0,High,High,Private,Neutral,3,No,College,Far,Male,68,2025-12-03
STU07404,Student_6405,2021-CS-07405,4,8,2021-2022,24,C,Active,2021-08-20,57|56|70|58|52|64,5.5,69,23,68,Medium,Medium,Yes,8,80,Medium,Yes,1,Medium,Low,Public,Neutral,1,No,High School,Near,Female,65,2025-12-03
STU07405,Student_6406,2020-CS-07406,4,8,2020-2021,25,D,Active,2020-07-17,62|75|67|66|63|81,6.4,94,28,93,Medium,Medium,No,7,79,High,Yes,0,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Male,74,2025-12-03
STU07406,Student_6407,2021-CS-07407,4,8,2021-2022,24,C,Active,2021-07-07,41|57|46|57|59|59,5.5,67,20,72,Medium,Medium,Yes,9,56,Medium,Yes,4,High,Medium,Public,Negative,2,No,High School,Near,Male,65,2025-12-03
STU07407,Student_6408,2020-CS-07408,4,8,2020-2021,25,C,Active,2020-07-05,51|55|54|58|57|61,5.5,63,22,67,High,High,Yes,10,55,Medium,Yes,1,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,65,2025-12-03
STU07408,Student_6409,2021-CS-07409,4,8,2021-2022,22,B,Active,2021-08-06,60|55|67|66|68|66,5.8,73,17,76,High,Medium,Yes,8,94,Medium,Yes,3,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,68,2025-12-03
STU07409,Student_6410,2022-CS-07410,3,6,2022-2023,21,C,Active,2022-08-13,55|62|72|61,5.8,86,21,89,Medium,Medium,No,6,97,Medium,No,1,Low,Medium,Private,Negative,3,No,Postgraduate,Far,Female,68,2025-12-03
STU07410,Student_6411,2020-CS-07411,4,7,2020-2021,23,C,Active,2020-07-20,63|59|63|69|71|72,6.4,100,23,99,Medium,Medium,No,8,95,High,Yes,5,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,74,2025-12-03
STU07411,Student_6412,2023-CS-07412,2,3,2023-2024,23,B,Active,2023-06-22,70|71,6.1,100,19,92,High,Medium,No,6,70,High,Yes,2,Medium,Medium,Private,Negative,3,No,,Near,Female,71,2025-12-03
STU07412,Student_6413,2022-CS-07413,3,5,2022-2023,22,A,Active,2022-06-23,57|64|58|63,5.699999999999999,99,9,98,High,Medium,Yes,9,64,Medium,Yes,1,Low,Medium,Private,Negative,3,No,High School,Near,Male,67,2025-12-03
STU07413,Student_6414,2023-CS-07414,2,3,2023-2024,20,D,Active,2023-08-02,57|63,5.4,47,22,66,Medium,Medium,Yes,6,97,Low,Yes,0,High,Low,Public,Neutral,3,No,High School,Moderate,Female,64,2025-12-03
STU07414,Student_6415,2022-CS-07415,3,6,2022-2023,24,C,Active,2022-07-04,41|53|59|71,5.1,72,22,63,Low,Low,Yes,7,94,Medium,Yes,0,Medium,,Public,Negative,3,Yes,High School,Far,Male,61,2025-12-03
STU07415,Student_6416,2021-CS-07416,4,7,2021-2022,23,C,Active,2021-08-20,54|50|61|56|55|64,5.6000000000000005,88,16,82,Medium,Medium,No,6,91,Medium,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Female,66,2025-12-03
STU07416,Student_6417,2020-CS-07417,4,7,2020-2021,24,A,Active,2020-06-16,55|46|51|58|62|66,5.1,51,12,72,Medium,Medium,No,7,67,Low,Yes,0,Low,Medium,Public,Positive,2,No,High School,Near,Female,61,2025-12-03
STU07417,Student_6418,2022-CS-07418,3,6,2022-2023,23,A,Active,2022-06-26,61|66|58|69,6.3,83,29,93,Medium,High,No,7,82,Medium,Yes,5,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,73,2025-12-03
STU07418,Student_6419,2021-CS-07419,4,7,2021-2022,22,A,Active,2021-07-02,52|60|66|67|60|66,6.0,100,23,87,Low,Medium,No,8,88,High,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Male,70,2025-12-03
STU07419,Student_6420,2020-CS-07420,4,8,2020-2021,22,D,Active,2020-06-07,60|60|58|65|69|67,6.0,99,19,99,Low,Medium,No,7,79,Medium,Yes,2,Low,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,70,2025-12-03
STU07420,Student_6421,2020-CS-07421,4,8,2020-2021,23,B,Active,2020-08-26,46|54|50|63|45|59,5.300000000000001,87,13,70,Medium,Low,Yes,7,80,High,Yes,1,High,Medium,Public,Positive,4,No,College,Far,Female,63,2025-12-03
STU07421,Student_6422,2022-CS-07422,3,6,2022-2023,22,A,Active,2022-08-08,56|66|72|63,5.8999999999999995,69,15,79,High,Medium,Yes,6,88,Medium,Yes,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,69,2025-12-03
STU07422,Student_6423,2020-CS-07423,4,8,2020-2021,23,B,Active,2020-06-17,55|65|55|67|67|68,6.2,75,28,80,High,High,No,7,88,Medium,Yes,2,High,Medium,Public,Negative,2,No,High School,Near,Male,72,2025-12-03
STU07423,Student_6424,2022-CS-07424,3,6,2022-2023,24,D,Active,2022-07-10,53|49|66|67,5.6000000000000005,68,21,70,Medium,High,Yes,5,62,Medium,Yes,2,Low,High,Public,Neutral,2,No,,Near,Female,66,2025-12-03
STU07424,Student_6425,2020-CS-07425,4,8,2020-2021,24,B,Active,2020-07-03,55|59|59|66|63|65,5.8,86,17,84,High,High,No,9,70,Medium,Yes,1,High,Medium,Public,Negative,4,No,High School,Near,Male,68,2025-12-03
STU07425,Student_6426,2023-CS-07426,2,3,2023-2024,23,A,Active,2023-08-21,63|63,5.699999999999999,70,23,78,Medium,High,No,7,89,Medium,Yes,1,Medium,Low,Public,Neutral,3,No,High School,Far,Male,67,2025-12-03
STU07426,Student_6427,2021-CS-07427,4,8,2021-2022,25,D,Active,2021-07-08,52|54|53|54|60|61,5.5,71,15,78,Medium,High,Yes,9,63,Medium,No,2,Medium,Medium,Private,Positive,3,No,Postgraduate,Far,Female,65,2025-12-03
STU07427,Student_6428,2023-CS-07428,2,3,2023-2024,21,B,Active,2023-07-21,69|61,5.8,60,29,75,Low,Medium,Yes,7,96,Low,Yes,2,Low,,Public,Positive,3,No,High School,Moderate,Male,68,2025-12-03
STU07428,Student_6429,2022-CS-07429,3,6,2022-2023,23,C,Active,2022-07-02,57|62|65|65,5.8,48,28,61,High,Medium,Yes,4,92,Low,Yes,1,Medium,High,Private,Neutral,4,No,College,Near,Female,68,2025-12-03
STU07429,Student_6430,2023-CS-07430,2,3,2023-2024,21,B,Active,2023-08-06,69|66,5.8999999999999995,99,17,81,High,Medium,No,6,95,High,Yes,2,Medium,Medium,Private,Positive,3,No,High School,Near,Male,69,2025-12-03
STU07430,Student_6431,2022-CS-07431,3,6,2022-2023,23,C,Active,2022-08-01,53|59|65|68,5.6000000000000005,55,16,73,High,High,Yes,7,65,Low,Yes,1,Medium,Medium,Private,Positive,4,No,College,Moderate,Male,66,2025-12-03
STU07431,Student_6432,2020-CS-07432,4,7,2020-2021,24,C,Active,2020-08-20,50|48|51|54|45|52,4.8,68,4,60,Medium,Medium,Yes,7,55,Medium,Yes,2,Low,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,58,2025-12-03
STU07432,Student_6433,2020-CS-07433,4,8,2020-2021,23,B,Active,2020-06-03,49|45|57|59|53|53,5.0,92,11,72,High,Low,No,8,55,High,Yes,0,Medium,Low,Public,Neutral,3,Yes,College,,Male,60,2025-12-03
STU07433,Student_6434,2022-CS-07434,3,6,2022-2023,21,A,Active,2022-06-16,61|54|63|79,5.699999999999999,86,12,71,High,High,Yes,7,78,High,Yes,3,Low,Medium,Public,Positive,4,No,College,Moderate,Female,67,2025-12-03
STU07434,Student_6435,2023-CS-07435,2,4,2023-2024,23,C,Active,2023-08-18,55|59,5.5,58,21,76,Medium,Medium,Yes,6,65,Low,Yes,2,Low,High,Public,Negative,2,No,High School,Near,Female,65,2025-12-03
STU07435,Student_6436,2020-CS-07436,4,7,2020-2021,24,D,Active,2020-06-24,46|47|49|64|58|64,5.2,90,18,65,High,Medium,Yes,6,63,High,Yes,1,Low,Medium,Public,Negative,2,No,High School,Far,Male,62,2025-12-03
STU07436,Student_6437,2021-CS-07437,4,7,2021-2022,23,A,Active,2021-06-22,58|45|53|54|47|65,5.5,81,12,80,Medium,High,Yes,6,61,Medium,Yes,0,High,High,Private,Neutral,2,No,High School,Near,Male,65,2025-12-03
STU07437,Student_6438,2020-CS-07438,4,7,2020-2021,25,D,Active,2020-06-02,58|65|63|49|61|63,5.8999999999999995,83,18,88,High,High,No,8,78,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,69,2025-12-03
STU07438,Student_6439,2021-CS-07439,4,7,2021-2022,25,D,Active,2021-08-08,60|46|64|67|64|64,6.0,78,23,85,Low,High,No,8,77,Medium,Yes,0,High,Medium,Public,Positive,4,No,College,Near,Male,70,2025-12-03
STU07439,Student_6440,2023-CS-07440,2,4,2023-2024,21,C,Active,2023-07-16,71|61,6.0,100,23,92,Low,High,Yes,6,71,High,Yes,2,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,70,2025-12-03
STU07440,Student_6441,2021-CS-07441,4,8,2021-2022,22,A,Active,2021-08-24,56|57|57|66|59|64,5.300000000000001,59,9,78,High,Medium,No,9,57,Low,Yes,1,Low,High,Public,Positive,5,No,High School,Moderate,Female,63,2025-12-03
STU07441,Student_6442,2021-CS-07442,4,7,2021-2022,22,C,Active,2021-07-16,56|57|63|61|65|67,5.8999999999999995,92,19,81,Low,Medium,Yes,8,96,High,Yes,0,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Male,69,2025-12-03
STU07442,Student_6443,2021-CS-07443,4,7,2021-2022,23,A,Active,2021-07-26,49|57|47|54|55|63,5.4,69,12,92,Low,Medium,No,6,71,Low,Yes,0,Medium,High,Private,Negative,4,No,High School,Near,Male,64,2025-12-03
STU07443,Student_6444,2021-CS-07444,4,8,2021-2022,22,A,On-Leave,2021-07-15,55|51|63|64|65|70,5.8999999999999995,74,25,77,Medium,High,No,7,56,Medium,Yes,1,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,69,2025-12-03
STU07444,Student_6445,2020-CS-07445,4,7,2020-2021,25,A,Active,2020-06-28,60|58|64|70|65|74,6.0,72,25,88,High,Medium,Yes,8,52,Low,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Near,Male,70,2025-12-03
STU07445,Student_6446,2021-CS-07446,4,7,2021-2022,23,B,Active,2021-07-11,61|55|50|56|60|62,5.4,74,15,77,Medium,Medium,Yes,5,58,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Moderate,Female,64,2025-12-03
STU07446,Student_6447,2020-CS-07447,4,7,2020-2021,24,A,Active,2020-07-13,53|61|52|60|65|61,5.5,61,15,77,High,Medium,Yes,5,65,Low,No,2,Low,Medium,Public,Positive,4,Yes,Postgraduate,Near,Male,65,2025-12-03
STU07447,Student_6448,2021-CS-07448,4,8,2021-2022,23,B,Active,2021-07-12,52|58|56|60|68|69,6.0,83,17,90,High,Medium,No,8,82,Medium,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Male,70,2025-12-03
STU07448,Student_6449,2022-CS-07449,3,5,2022-2023,21,C,Active,2022-07-10,55|56|54|52,5.0,56,6,67,Medium,Low,Yes,6,99,Low,Yes,0,Medium,Medium,Private,Neutral,2,No,College,Near,Male,60,2025-12-03
STU07449,Student_6450,2023-CS-07450,2,3,2023-2024,23,C,Active,2023-07-20,65|63,5.8,88,22,74,Medium,High,Yes,9,64,High,Yes,3,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,68,2025-12-03
STU07450,Student_6451,2021-CS-07451,4,8,2021-2022,25,B,Active,2021-06-07,48|47|57|43|59|59,5.1,49,18,69,Low,Low,Yes,10,89,Low,Yes,2,Low,High,Public,Neutral,1,Yes,High School,Moderate,Male,61,2025-12-03
STU07451,Student_6452,2022-CS-07452,3,5,2022-2023,23,C,Active,2022-07-17,64|55|63|63,5.8,73,26,74,Medium,Low,Yes,8,96,Medium,Yes,2,Medium,High,Private,Neutral,3,No,High School,Near,Female,68,2025-12-03
STU07452,Student_6453,2021-CS-07453,4,7,2021-2022,23,A,Active,2021-06-20,48|51|50|54|63|66,5.1,71,13,69,Medium,Low,No,8,70,Medium,Yes,1,High,High,Private,Neutral,3,No,High School,Moderate,Male,61,2025-12-03
STU07453,Student_6454,2021-CS-07454,4,8,2021-2022,22,B,Active,2021-07-26,53|61|48|62|61|60,5.4,64,16,83,Low,Medium,No,5,63,Low,Yes,2,High,Medium,Private,Positive,3,Yes,High School,Moderate,Female,64,2025-12-03
STU07454,Student_6455,2021-CS-07455,4,8,2021-2022,24,B,Active,2021-08-09,57|56|55|63|61|60,5.6000000000000005,78,11,92,Medium,Medium,No,5,75,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Near,Female,66,2025-12-03
STU07455,Student_6456,2022-CS-07456,3,6,2022-2023,22,A,Active,2022-06-12,66|55|74|72,6.0,94,14,91,Medium,Medium,Yes,7,95,Medium,Yes,2,High,High,Public,Positive,2,No,High School,Moderate,Male,70,2025-12-03
STU07456,Student_6457,2023-CS-07457,2,4,2023-2024,20,A,Active,2023-08-24,51|69,5.5,69,13,75,High,High,Yes,5,51,Medium,Yes,3,Medium,Medium,Private,Negative,3,No,High School,Near,Female,65,2025-12-03
STU07457,Student_6458,2022-CS-07458,3,5,2022-2023,21,D,Active,2022-06-04,66|57|60|74,6.4,100,26,100,Medium,High,Yes,7,74,High,Yes,1,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,74,2025-12-03
STU07458,Student_6459,2023-CS-07459,2,4,2023-2024,23,A,On-Leave,2023-06-05,56|59,5.6000000000000005,65,16,84,High,High,No,6,88,Low,Yes,1,Medium,Medium,Private,Negative,1,Yes,High School,Near,Male,66,2025-12-03
STU07459,Student_6460,2021-CS-07460,4,8,2021-2022,25,C,Active,2021-07-20,53|57|58|54|57|57,5.5,90,21,76,Low,Medium,Yes,7,80,High,Yes,3,Low,Medium,Public,Negative,2,Yes,College,Near,Male,65,2025-12-03
STU07460,Student_6461,2020-CS-07461,4,8,2020-2021,25,D,Active,2020-06-19,58|59|62|63|65|71,5.8999999999999995,100,18,93,Low,High,No,7,75,High,Yes,1,High,Medium,Private,Positive,1,No,College,Moderate,Female,69,2025-12-03
STU07461,Student_6462,2021-CS-07462,4,7,2021-2022,22,A,Active,2021-07-12,57|63|59|59|71|64,5.8999999999999995,76,12,89,Medium,High,Yes,8,78,Low,Yes,4,Low,,Public,Neutral,5,No,Postgraduate,Near,Female,69,2025-12-03
STU07462,Student_6463,2023-CS-07463,2,4,2023-2024,21,B,Active,2023-06-08,64|62,5.8999999999999995,88,19,90,Low,High,No,7,81,Medium,Yes,2,Medium,Medium,Private,Positive,2,No,High School,Near,Female,69,2025-12-03
STU07463,Student_6464,2022-CS-07464,3,5,2022-2023,22,D,Active,2022-06-18,67|52|66|54,5.6000000000000005,70,24,68,High,Low,No,6,84,Medium,Yes,1,Low,High,Public,Positive,4,No,High School,Near,Female,66,2025-12-03
STU07464,Student_6465,2021-CS-07465,4,7,2021-2022,23,B,Active,2021-08-24,49|56|63|55|56|62,5.300000000000001,72,13,79,Medium,Low,No,5,68,Medium,No,2,High,Medium,Private,Positive,3,No,High School,Near,Female,63,2025-12-03
STU07465,Student_6466,2022-CS-07466,3,5,2022-2023,23,A,Active,2022-06-07,69|63|67|63,5.8999999999999995,97,25,94,Medium,Low,Yes,7,76,Medium,Yes,1,Low,High,Private,Neutral,2,Yes,High School,Moderate,Female,69,2025-12-03
STU07466,Student_6467,2022-CS-07467,3,6,2022-2023,23,D,Active,2022-08-08,61|51|67|69,5.5,71,15,80,Medium,High,Yes,4,64,Medium,Yes,1,Medium,Medium,Public,Neutral,1,No,High School,Near,Male,65,2025-12-03
STU07467,Student_6468,2022-CS-07468,3,6,2022-2023,24,A,Active,2022-06-21,69|67|60|72,5.699999999999999,91,17,87,Medium,Medium,No,9,99,Medium,Yes,1,Medium,Low,Private,Neutral,3,No,High School,Moderate,Male,67,2025-12-03
STU07468,Student_6469,2021-CS-07469,4,7,2021-2022,25,A,Active,2021-06-07,59|52|59|45|55|68,5.6000000000000005,58,23,84,Medium,Medium,No,8,59,Low,Yes,1,Low,High,Public,Positive,4,Yes,Postgraduate,Far,Female,66,2025-12-03
STU07469,Student_6470,2022-CS-07470,3,6,2022-2023,22,B,Active,2022-07-22,67|65|63|59,5.699999999999999,99,16,94,Low,Medium,Yes,8,58,Medium,Yes,2,Low,Medium,Public,Positive,3,Yes,College,Near,Male,67,2025-12-03
STU07470,Student_6471,2022-CS-07471,3,6,2022-2023,24,B,Active,2022-08-03,60|49|63|58,5.5,88,20,71,Low,High,Yes,6,63,High,Yes,1,Low,Medium,Public,Positive,2,No,College,Moderate,Male,65,2025-12-03
STU07471,Student_6472,2021-CS-07472,4,7,2021-2022,23,A,Active,2021-07-21,60|63|58|67|56|66,5.8999999999999995,63,18,83,Medium,High,No,8,96,Low,Yes,0,Medium,High,Public,Positive,4,Yes,Postgraduate,Near,Female,69,2025-12-03
STU07472,Student_6473,2022-CS-07473,3,6,2022-2023,22,B,Active,2022-08-11,60|62|58|67,5.5,60,21,65,Low,High,No,6,83,Medium,Yes,3,Low,High,Public,Neutral,5,No,High School,Near,Male,65,2025-12-03
STU07473,Student_6474,2021-CS-07474,4,8,2021-2022,24,A,Active,2021-07-24,59|51|58|61|63|69,5.699999999999999,85,6,88,High,High,Yes,7,73,Medium,Yes,3,Low,Medium,Private,Neutral,3,No,College,Near,Male,67,2025-12-03
STU07474,Student_6475,2023-CS-07475,2,4,2023-2024,21,D,Active,2023-06-15,59|72,5.6000000000000005,88,9,89,Medium,Medium,Yes,6,96,Medium,Yes,0,High,Low,Public,Negative,4,No,High School,Near,Male,66,2025-12-03
STU07475,Student_6476,2023-CS-07476,2,3,2023-2024,23,A,Active,2023-06-05,58|56,5.4,64,24,62,Low,Medium,No,7,95,Medium,Yes,1,High,Low,Public,Positive,3,No,College,Far,Female,64,2025-12-03
STU07476,Student_6477,2023-CS-07477,2,4,2023-2024,21,A,Active,2023-07-09,64|69,6.0,67,26,87,Medium,High,No,5,70,Low,Yes,1,Low,Medium,Private,Positive,2,No,High School,Near,Female,70,2025-12-03
STU07477,Student_6478,2022-CS-07478,3,5,2022-2023,24,A,Active,2022-06-14,51|57|54|66,5.5,72,15,77,Medium,High,Yes,7,78,Medium,Yes,0,Low,High,Public,Neutral,3,No,High School,Moderate,Male,65,2025-12-03
STU07478,Student_6479,2020-CS-07479,4,7,2020-2021,23,C,Active,2020-06-26,52|43|62|53|74|59,5.5,72,19,65,Low,Medium,Yes,5,95,Medium,Yes,2,Medium,High,Private,Neutral,4,No,College,Near,Male,65,2025-12-03
STU07479,Student_6480,2020-CS-07480,4,7,2020-2021,22,A,On-Leave,2020-07-01,49|54|43|60|63|66,5.4,75,22,77,Low,Low,No,10,66,Medium,Yes,2,Low,Medium,Public,Positive,3,No,College,Moderate,Male,64,2025-12-03
STU07480,Student_6481,2022-CS-07481,3,5,2022-2023,23,A,Active,2022-07-15,57|58|52|64,5.4,56,24,68,Medium,Low,Yes,7,70,Low,Yes,1,Low,Low,Public,Neutral,3,No,College,Near,Male,64,2025-12-03
STU07481,Student_6482,2020-CS-07482,4,7,2020-2021,24,B,Active,2020-07-23,48|48|47|57|55|49,5.1,64,8,77,Medium,Low,Yes,7,90,Low,Yes,1,Medium,Medium,Public,Neutral,0,No,High School,Moderate,Male,61,2025-12-03
STU07482,Student_6483,2021-CS-07483,4,8,2021-2022,23,C,Active,2021-06-11,51|51|61|58|59|64,5.5,68,15,75,High,Medium,No,8,85,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Male,65,2025-12-03
STU07483,Student_6484,2020-CS-07484,4,7,2020-2021,25,D,Active,2020-08-04,64|60|56|54|70|53,5.8,71,18,90,High,Medium,Yes,5,52,Low,Yes,5,Medium,Medium,Private,Positive,3,Yes,High School,Moderate,Male,68,2025-12-03
STU07484,Student_6485,2022-CS-07485,3,5,2022-2023,22,A,Active,2022-08-27,61|75|57|62,6.0,94,24,91,Low,High,Yes,6,56,Medium,Yes,1,Low,High,Public,Positive,2,No,College,Moderate,Male,70,2025-12-03
STU07485,Student_6486,2022-CS-07486,3,5,2022-2023,23,B,Active,2022-07-10,66|63|69|74,6.4,98,35,84,Low,Medium,Yes,8,92,High,Yes,6,Low,High,Public,Negative,4,No,High School,Moderate,Male,74,2025-12-03
STU07486,Student_6487,2021-CS-07487,4,8,2021-2022,25,A,Active,2021-08-16,50|55|44|60|62|62,5.0,51,19,61,Medium,Medium,No,7,51,Low,Yes,1,Low,High,Public,Neutral,1,No,High School,Near,Female,60,2025-12-03
STU07487,Student_6488,2023-CS-07488,2,4,2023-2024,20,D,Active,2023-07-06,61|63,6.1,90,12,97,High,Low,Yes,6,96,Medium,Yes,2,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,71,2025-12-03
STU07488,Student_6489,2022-CS-07489,3,6,2022-2023,21,A,Active,2022-06-14,63|67|71|65,6.0,90,22,87,High,High,Yes,8,64,Medium,No,2,Medium,High,Public,Negative,3,No,High School,Moderate,Female,70,2025-12-03
STU07489,Student_6490,2021-CS-07490,4,8,2021-2022,25,D,Active,2021-07-18,58|59|55|58|55|59,5.699999999999999,58,28,61,Low,Medium,Yes,7,80,Low,Yes,2,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Female,67,2025-12-03
STU07490,Student_6491,2020-CS-07491,4,8,2020-2021,23,D,Active,2020-06-24,52|60|71|64|57|63,5.8,85,21,93,Medium,Medium,Yes,8,78,Medium,No,0,Low,Medium,Private,Neutral,3,No,High School,Near,Male,68,2025-12-03
